nom_annonce;url_annonce;prix;annee;kilometrage;puissance_cv;carburant;boite_vitesse;code_postal;age_voiture
Renault Espace;https://www.autosphere.fr/fiche/auto-occasion-renault-espace-1-2-e-tech-full-hybrid-200ch-esprit-alpine-7-places-24-62231-coquelles-251364;40999;2025;8012;7;Hybride;Automatique;62;1
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-1-5-blue-dci-115ch-rs-line-edc-21b-62110-henin-beaumont-241354;19799;2021;68632;6;Diesel;Automatique;62;5
Toyota Aygo X;https://www.autosphere.fr/fiche/auto-occasion-toyota-aygo-x-1-0-vvt-i-72ch-dynamic-01120-dagneux-091823;13999;2022;32885;4;Essence;Manuelle;1;4
Mercedes Classe A;https://www.autosphere.fr/fiche/auto-occasion-mercedes-classe-a-180-136ch-progressive-line-7g-dct-77100-meaux-8931;23299;2021;65974;7;Essence;Automatique;77;5
Toyota C-Hr;https://www.autosphere.fr/fiche-mixte/auto-occasion-toyota-c-hr-1-8-hybride-140ch-collection-ng23-59260-hellemmes-lille-11262;31799;2025;12029;5;Hybride;Automatique;59;1
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-0-tce-90ch-business-59850-nieppe-250815;16299;2021;44788;5;Essence;Manuelle;59;5
Renault Captur;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-6-e-tech-hybride-initiale-paris-21-25000-besancon-195388;21289;2022;44095;5;Hybride;Automatique;25;4
Nissan Juke;https://www.autosphere.fr/fiche/auto-occasion-nissan-juke-1-0-dig-t-114ch-enigma-dct-2021-5-62800-lievin-637339;17499;2021;43521;6;Essence;Automatique;62;5
Ds Ds 7 Crossback;https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-7-crossback-e-tense-225ch-rivoli-08000-charleville-mezieres-190159;29900;2022;74560;10;Hybride;Automatique;8;4
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-techno-59640-dunkerque-600848;23999;2024;23172;5;Hybride;Automatique;59;2
Bmw X1;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-x1-iedrive20-204ch-xline-59650-villeneuve-d-ascq-2512779;35799;2023;32451;5;Electrique;Automatique;59;3
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-super-charge-77100-nanteuil-les-meaux-037347;19999;2022;83207;4;Electrique;Automatique;77;4
Audi A1 Sportback;https://www.autosphere.fr/fiche-mixte/auto-occasion-audi-a1-sportback-25-tfsi-95ch-s-line-s-tronic-7-79000-niort-411473;25599;2022;10606;5;Essence;Automatique;79;4
Peugeot 308;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-308-phev-180ch-active-pack-e-eat8-38000-grenoble-115683;23980;2023;19969;8;Hybride;Automatique;38;3
Peugeot 5008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-5008-1-5-bluehdi-130ch-s-s-allure-pack-eat8-86100-chatellerault-1231762;30999;2024;7362;7;Diesel;Automatique;86;2
Renault Clio;https://www.autosphere.fr/fiche4/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-25300-pontarlier-663235;14880;2023;22417;5;Essence;Manuelle;25;3
Renault Espace;https://www.autosphere.fr/fiche/auto-occasion-renault-espace-1-2-e-tech-full-hybrid-200ch-esprit-alpine-7-places-24-73200-albertville-251031;35499;2024;31927;7;Hybride;Automatique;73;2
Peugeot 2008;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-gt-eat8-73490-la-ravoire-330905;15979;2008;86461;7;Essence;Automatique;73;18
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-limited-21n-54135-mexy-241243;14299;2021;49028;5;Essence;Manuelle;54;5
Toyota Aygo X;https://www.autosphere.fr/fiche/auto-occasion-toyota-aygo-x-1-0-vvt-i-72ch-dynamic-s-cvt-75005-paris-044464;16990;2022;10109;4;Essence;Automatique;75;4
Peugeot 3008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-electrique-210ch-batterie-73-kwh-gt-13300-salon-de-provence-37001;36999;2024;13096;7;Electrique;Automatique;13;2
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001368;12280;2023;25300;4;Essence;Manuelle;51;3
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-e-2008-136ch-style-84000-avignon-59588;18799;2008;17594;4;Electrique;Automatique;84;18
Peugeot 308;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-1-2-hybrid-145ch-allure-e-dcs6-37500-chinon-sy603141;31290;2025;2000;7;Essence;Automatique;37;1
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-86100-chatellerault-1231606;14499;2024;17784;5;Essence;Manuelle;86;2
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-sce-65ch-confort-22-13800-istres-023946;11999;2022;70000;4;Essence;Manuelle;13;4
Bmw Série 1;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-1-118i-136ch-edition-m-design-33260-la-teste-de-buch-2508022;23999;2022;33958;7;Essence;Manuelle;33;4
Peugeot 2008;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-1-5-bluehdi-110ch-s-s-allure-pack-74600-seynod-159017;16578;2008;79577;6;Diesel;Manuelle;74;18
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-business-21-63170-aubiere-400322;18399;2022;56300;5;Hybride;Automatique;63;4
Mercedes Glb;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-glb-200-d-150ch-progressive-line-8g-dct-60200-compiegne-250071;41999;2024;20444;8;Diesel;Automatique;60;2
Renault Mégane;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-1-5-blue-dci-115ch-business-edc-02300-chauny-250769;15999;2019;59134;5;Diesel;Automatique;2;7
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001432;13821;2023;15800;4;Essence;Manuelle;51;3
Renault Arkana;https://www.autosphere.fr/fiche/auto-occasion-renault-arkana-1-3-tce-mild-hybrid-140ch-evolution-edc-22-62114-sains-en-gohelle-225349;18799;2023;38874;7;Essence;Automatique;62;3
Dacia Duster;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-0-eco-g-100ch-essential-4x2-59160-lomme-300243;15499;2023;36534;5;Gpl;Manuelle;59;3
Renault Rafale;https://www.autosphere.fr/fiche/auto-occasion-renault-rafale-1-2-e-tech-full-hybrid-200ch-techno-25-59320-sequedin-233547;40499;2025;10738;7;Hybride;Automatique;59;1
Nissan Juke;https://www.autosphere.fr/fiche/auto-occasion-nissan-juke-1-0-dig-t-117ch-n-connecta-dct-33700-merignac-251107;16999;2020;25904;6;Essence;Automatique;33;6
Bmw X3;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-x3-xdrive20d-190ch-xline-13300-salon-de-provence-12122;45799;2022;44425;10;Diesel;Automatique;13;4
Citroen C3;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c3-1-5-bluehdi-100ch-s-s-you-08000-charleville-mezieres-361;12679;2024;75195;5;Diesel;Manuelle;8;2
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-100ch-s-s-allure-38300-bourgoin-jallieu-216156;13978;2008;33413;5;Essence;Manuelle;38;18
Mercedes Classe A;https://www.autosphere.fr/fiche/auto-occasion-mercedes-classe-a-180-d-116ch-progressive-line-7g-dct-33260-la-teste-de-buch-300956;21499;2018;79052;6;Diesel;Automatique;33;8
Peugeot 2008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-1-5-bluehdi-100ch-e6-c-allure-s-s-bvm5-79000-niort-1242611;12199;2008;90804;5;Diesel;Manuelle;79;18
Kia Sportage;https://www.autosphere.fr/fiche4/auto-occasion-kia-sportage-1-6-t-gdi-230ch-hev-design-bva6-4x2-25300-pontarlier-663008;28980;2023;34586;10;Hybride;Automatique;25;3
Renault Symbioz;https://www.autosphere.fr/fiche4/auto-occasion-renault-symbioz-1-6-e-tech-full-hybrid-145ch-iconic-70000-vesoul-24547;33477;2025;5196;5;Hybride;Automatique;70;1
Ford Focus;https://www.autosphere.fr/fiche/auto-occasion-ford-focus-1-0-flexifuel-125ch-mhev-st-line-59494-petite-foret-6218497;14999;2021;103316;6;Essence;Manuelle;59;5
Renault Clio;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-6-e-tech-hybride-145ch-evolution-44700-orvault-704488;16999;2023;37440;5;Hybride;Automatique;44;3
Skoda Fabia;https://www.autosphere.fr/fiche/auto-occasion-skoda-fabia-1-0-tsi-95ch-business-59850-nieppe-250641;11999;2019;81135;5;Essence;Manuelle;59;7
Renault Captur;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-0-tce-90ch-evolution-02000-laon-250921;16999;2022;15296;5;Essence;Manuelle;2;4
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-hybride-145ch-equilibre-59820-gravelines-4177;17999;2023;15615;5;Hybride;Automatique;59;3
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-like-74600-seynod-159634;9989;2021;45241;4;Essence;Manuelle;74;5
Peugeot 508;https://www.autosphere.fr/fiche/auto-occasion-peugeot-508-bluehdi-130ch-s-s-gt-pack-eat8-77100-meaux-6674;22900;2022;69940;7;Diesel;Automatique;77;4
Dacia Duster;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-5-blue-dci-115ch-sl-extreme-4x2-26100-romans-sur-isere-120265;20280;2022;40750;6;Diesel;Manuelle;26;4
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-90ch-evolution-77100-nanteuil-les-meaux-037287;16499;2023;28884;5;Essence;Manuelle;77;3
Suzuki Swift;https://www.autosphere.fr/fiche4/auto-occasion-suzuki-swift-1-0-boosterjet-hybrid-shvs-111ch-pack-38320-eybens-250755;12480;2017;65397;5;Essence;Manuelle;38;9
Peugeot 208;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-active-pack-79000-niort-1242884;12299;2023;34243;4;Essence;Manuelle;79;3
Dacia Jogger;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-0-eco-g-100ch-sl-extreme-7-places-51000-chalons-en-champagne-021822;16299;2022;93660;5;Gpl;Manuelle;51;4
Citroen C3;https://www.autosphere.fr/fiche/auto-occasion-citroen-c3-1-5-bluehdi-100ch-s-s-shine-business-e6-d-86000-poitiers-12092891;13999;2021;58357;5;Diesel;Manuelle;86;5
Nissan Juke;https://www.autosphere.fr/fiche/auto-occasion-nissan-juke-1-6-hybrid-143ch-tekna-2023-5-08000-charleville-mezieres-020903;23499;2023;21986;5;Hybride;Automatique;8;3
Dacia Spring;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-spring-confort-plus-achat-integral-10510-maizieres-la-grande-paroisse-025467;9299;2022;46610;2;Electrique;Automatique;10;4
Peugeot 308;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-308-1-5-bluehdi-130ch-s-s-active-pack-eat8-64000-pau-77462;22999;2024;25497;7;Diesel;Automatique;64;2
Opel Mokka;https://www.autosphere.fr/fiche/auto-occasion-opel-mokka-1-2-turbo-100ch-elegance-37540-saint-cyr-sur-loire-600169;14799;2021;48600;5;Essence;Manuelle;37;5
Ford Explorer;https://www.autosphere.fr/fiche/auto-occasion-ford-explorer-286ch-extended-range-77kwh-rwd-62400-bethune-hb299dz;38690;2024;9000;6;Electrique;Automatique;62;2
Renault Austral;https://www.autosphere.fr/fiche/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-iconic-esprit-alpine-24-73230-saint-alban-leysse-113007;34999;2025;32394;7;Hybride;Automatique;73;1
Renault Twingo;https://www.autosphere.fr/fiche/auto-occasion-renault-twingo-e-tech-electric-techno-r80-achat-integral-73230-saint-alban-leysse-113339;13299;2022;8657;3;Electrique;Automatique;73;4
Kia Stonic;https://www.autosphere.fr/fiche/auto-occasion-kia-stonic-1-0-t-gdi-100ch-isg-active-euro6d-t-02400-chateau-thierry-c302492;13299;2019;60363;5;Essence;Manuelle;2;7
Mitsubishi Eclipse Cross;https://www.autosphere.fr/fiche/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-black-collection-4wd-2023-13800-istres-023641;30599;2023;13;5;Hybride;Automatique;13;3
Dacia Bigster;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-bigster-1-2-mild-hybrid-130ch-extreme-4x4-13100-aix-en-provence-5628i;29499;2025;2000;7;Essence;Manuelle;13;1
Mitsubishi Space Star;https://www.autosphere.fr/fiche-mixte/auto-occasion-mitsubishi-space-star-1-2-mivec-71ch-invite-2024-92220-bagneux-vn0019176;14190;2024;100;4;Essence;Manuelle;92;2
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-evolution-62218-loison-sous-lens-251161;25499;2025;17155;5;Hybride;Automatique;62;1
Renault Clio;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-0-tce-90ch-evolution-24-44400-reze-110321;17499;2025;15814;5;Essence;Manuelle;44;1
Mini Countryman;https://www.autosphere.fr/fiche/auto-occasion-mini-countryman-cooper-136ch-longstone-bva7-122g-64100-bayonne-122476;23299;2020;59462;7;Essence;Automatique;64;6
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-extreme-24-13100-aix-en-provence-881835;17999;2025;8855;5;Gpl;Manuelle;13;1
Skoda Fabia;https://www.autosphere.fr/fiche4/auto-occasion-skoda-fabia-1-0-tsi-95ch-ambition-69400-arnas-915231;16480;2023;18467;5;Essence;Manuelle;69;3
Volkswagen Polo;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-polo-1-0-tsi-95ch-style-74200-thonon-les-bains-049021;19499;2023;26629;5;Essence;Manuelle;74;3
Dacia Duster;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-0-eco-g-100ch-extreme-62800-lievin-241208;24299;2025;2543;5;Gpl;Manuelle;62;1
Peugeot 2008;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-e-2008-136ch-style-01000-bourg-en-bresse-128647;14980;2008;83553;4;Electrique;Automatique;1;18
Ford Puma;https://www.autosphere.fr/fiche/auto-occasion-ford-puma-gen-e-168ch-standard-range-43-kwh-premium-78310-coignieres-16744;31499;2025;5000;4;Electrique;Automatique;78;1
Mini Mini;https://www.autosphere.fr/fiche/auto-occasion-mini-mini-cooper-se-184ch-essential-bva-13100-aix-en-provence-919926;22199;2023;13465;5;Electrique;Automatique;13;3
Citroen C3;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-79000-niort-1242715;12499;2023;18488;4;Essence;Manuelle;79;3
Peugeot 2008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-2008-1-2-puretech-130ch-e6-c-crossway-s-s-eat6-60740-saint-maximin-1019882;11999;2008;59968;7;Essence;Automatique;60;18
Dacia Jogger;https://www.autosphere.fr/fiche/auto-occasion-dacia-jogger-1-0-eco-g-100ch-extreme-7-places-54800-jarny-025380;17499;2023;51116;5;Gpl;Manuelle;54;3
Peugeot 2008;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-100ch-s-s-allure-38000-grenoble-115386;18980;2008;20098;5;Essence;Manuelle;38;18
Ford Puma;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-puma-1-0-flexifuel-125ch-s-s-mhev-titanium-59494-petite-foret-6218477;19490;2023;16425;6;E85;Manuelle;59;3
Peugeot 208;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-allure-118g-51530-dizy-cr000133;12480;2021;63271;5;Essence;Manuelle;51;5
Peugeot 208;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-82ch-e6-2-evap-signature-5p-63000-clermont-ferrand-1002695;9799;2019;70877;4;Essence;Manuelle;63;7
Dacia Sandero;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-confort-cvt-54135-mexy-241194;14499;2022;65131;5;Essence;Automatique;54;4
Bmw Série 1;https://www.autosphere.fr/fiche/auto-occasion-bmw-serie-1-118i-136ch-business-design-13100-aix-en-provence-919919;23799;2022;50307;7;Essence;Manuelle;13;4
Renault Twingo;https://www.autosphere.fr/fiche4/auto-occasion-renault-twingo-e-tech-electric-techno-r80-achat-integral-26100-romans-sur-isere-119895;11280;2022;32904;3;Electrique;Automatique;26;4
Dacia Sandero;https://www.autosphere.fr/fiche4/auto-occasion-dacia-sandero-1-0-tce-90ch-expression-cvt-69400-arnas-915389;16990;2023;21000;5;Essence;Automatique;69;3
Ford Kuga;https://www.autosphere.fr/fiche/auto-occasion-ford-kuga-1-5-ecoblue-120ch-titanium-59552-lambres-lez-douai-4221099;19999;2020;58823;6;Diesel;Manuelle;59;6
Dacia Spring;https://www.autosphere.fr/fiche/auto-occasion-dacia-spring-45ch-business-2020-achat-integral-57000-metz-226910;9699;2020;12636;2;Electrique;Automatique;57;6
Mg Mg3;https://www.autosphere.fr/fiche4/auto-occasion-mg-mg3-hybrid-195ch-luxury-08000-charleville-mezieres-655;18912;2024;7960;5;Hybride;Automatique;8;2
Ds Ds 3 Crossback;https://www.autosphere.fr/fiche/auto-occasion-ds-ds-3-crossback-bluehdi-100ch-so-chic-86100-chatellerault-1231971;15999;2020;80761;5;Diesel;Manuelle;86;6
Volkswagen Polo;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-polo-1-0-tsi-95ch-style-dsg7-86000-poitiers-402785;21499;2025;20694;5;Essence;Automatique;86;1
Mini Mini;https://www.autosphere.fr/fiche-mixte/auto-occasion-mini-mini-one-102ch-edition-camden-33700-merignac-2510084;19999;2022;51622;5;Essence;Manuelle;33;4
Bmw Série 2 Coupé;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-serie-2-coupe-220ia-184ch-m-sport-33700-merignac-2510003;38999;2022;31617;10;Essence;Automatique;33;4
Mini Countryman;https://www.autosphere.fr/fiche-mixte/auto-occasion-mini-countryman-cooper-136ch-edition-premium-plus-bva7-13300-salon-de-provence-12034;28999;2022;37888;7;Essence;Automatique;13;4
Citroen C3 Aircross;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c3-aircross-puretech-110ch-s-s-shine-08000-charleville-mezieres-640;14090;2023;81228;6;Essence;Manuelle;8;3
Renault Symbioz;https://www.autosphere.fr/fiche/auto-occasion-renault-symbioz-1-8-e-tech-full-hybrid-160ch-iconic-25-13127-vitrolles-5364d;34999;2025;7000;5;Hybride;Automatique;13;1
Peugeot 3008;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-1-2-hybrid-145ch-gt-e-dcs6-13100-aix-en-provence-95775;38999;2025;10;7;Essence;Automatique;13;1
Kia Niro;https://www.autosphere.fr/fiche4/auto-occasion-kia-niro-1-6-gdi-129ch-hev-active-business-dct6-38000-grenoble-115772;28660;2025;24062;5;Hybride;Automatique;38;1
Volkswagen Golf;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-golf-2-0-tdi-scr-150ch-r-line-dsg7-86000-poitiers-402864;33499;2023;14649;8;Diesel;Automatique;86;3
Fiat 500;https://www.autosphere.fr/fiche/auto-occasion-fiat-500-1-0-70ch-bsg-s-s-33260-la-teste-de-buch-301023;13999;2023;10789;4;Essence;Manuelle;33;3
Bmw Série 2 Active Tourer;https://www.autosphere.fr/fiche/auto-occasion-bmw-serie-2-active-tourer-218i-136ch-m-sport-dkg7-59650-villeneuve-d-ascq-2512806;35599;2025;9963;7;Essence;Automatique;59;1
Renault Captur;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-hybride-145ch-rs-line-54135-mexy-241176;18499;2022;98944;5;Hybride;Automatique;54;4
Renault Twingo;https://www.autosphere.fr/fiche/auto-occasion-renault-twingo-0-9-tce-95ch-zen-54135-mexy-241226;7499;2021;64452;5;Essence;Manuelle;54;5
Mercedes Classe A;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-classe-a-180-136ch-style-line-7g-dct-17138-puilboreau-16324;26999;2022;59183;7;Essence;Automatique;17;4
Mitsubishi Eclipse Cross;https://www.autosphere.fr/fiche-mixte/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-black-collection-4wd-2023-37540-saint-cyr-sur-loire-102805;30499;2023;22;5;Hybride;Automatique;37;3
Mercedes Vito;https://www.autosphere.fr/fiche/auto-occasion-mercedes-vito-114-cdi-long-pro-propulsion-9g-tronic-17140-lagord-11360;27499;2022;97348;7;Diesel;Automatique;17;4
Volkswagen Id.5;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-id-5-204ch-pro-performance-77-kwh-86000-poitiers-403005;27799;2022;54042;5;Electrique;Automatique;86;4
Renault Clio;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-gsr2-84120-pertuis-250422;16999;2024;19948;5;Essence;Manuelle;84;2
Volkswagen T-Cross;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-t-cross-1-0-tsi-110ch-lounge-business-dsg7-62219-longuenesse-250951;20999;2022;43398;6;Essence;Automatique;62;4
Peugeot 3008;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-3008-hybrid-225ch-allure-e-eat8-10cv-51530-dizy-cr000334;21490;2020;65980;10;Hybride;Automatique;51;6
Volvo Xc40;https://www.autosphere.fr/fiche/auto-occasion-volvo-xc40-recharge-231ch-ultimate-edt-77240-vert-saint-denis-251129;29299;2022;58416;6;Electrique;Automatique;77;4
Dacia Duster;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-2-mild-hybrid-130ch-journey-51530-magenta-e002996;27299;2025;10;7;Essence;Manuelle;51;1
Citroen C1;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c1-vti-72-s-s-feel-5p-e6-d-63000-clermont-ferrand-1002727;9799;2021;59894;4;Essence;Manuelle;63;5
Toyota Aygo X;https://www.autosphere.fr/fiche/auto-occasion-toyota-aygo-x-1-0-vvt-i-72ch-active-75005-paris-044497;13999;2023;10034;4;Essence;Manuelle;75;3
Citroen C4;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c4-1-2-puretech-130ch-s-s-max-automatique-74150-rumilly-159661;19680;2024;22580;7;Essence;Automatique;74;2
Mini Cooper 3 Portes;https://www.autosphere.fr/fiche/auto-occasion-mini-cooper-3-portes-se-218ch-jcw-13100-aix-en-provence-12114;37699;2024;9742;5;Electrique;Automatique;13;2
